Sample_ID,Date,Date_cont,Plant_ID,Treatment,Watering,inoculant,Pot_Weight,Root_Length_cm,Shoot_Length_cm,CA,Whole_Plant_wet_weightg,root_weight_wetg,stem_wetg,leaves_wet_g,root_dry_g,stem_dryg,leaves_dry_g,notes,Dry_Weight,Amount_mg,Ampl__28_mV,Ampl__44_mV,Delta15N,Delta13C,Weight_percN,Weight_percC,Photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC6,6/30/2023,6,DSC,DS,drought,sterile water,128.74,19.897,7.689,10.115,0.5722,0.0934,0.0899,0.2961,0.1506,0.081,0.3112,NA,0.5428,3.465,4958,5841,-1.75,-36.94,3.38,42.34,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSD6,6/30/2023,6,DSD,DS,drought,sterile water,128.3,18.266,4.641,4.397,0.448,0.1135,0.0422,0.174,0.0759,0.0126,0.296,NA,0.3845,3.54,4854,5868,-4.74,-37.39,3.22,41.58,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSE6,6/30/2023,6,DSE,DS,drought,sterile water,138.48,19.608,8.579,23.208,0.9974,0.2606,0.0944,0.6408,0.2263,0.0851,0.5941,NA,0.9055,3.523,5781,5635,-2.24,-37.42,3.8,39.92,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSF6,6/30/2023,6,DSF,DS,drought,sterile water,133.52,18.309,6.574,8.248,0.792,0.3766,0.0611,0.3305,0.3525,0.0536,0.4904,NA,0.8965,3.464,5432,5398,-1.35,-37.68,3.69,39.17,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSG6,6/30/2023,6,DSG,DS,drought,sterile water,136.65,17.868,6.494,9.907,0.4112,0.1752,0.0544,0.2153,0.1353,0.0317,0.2237,NA,0.3907,3.57,5797,6013,-1.86,-36.53,3.78,42.23,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSH6,6/30/2023,6,DSH,DS,drought,sterile water,135.65,17.278,6.119,9.786,0.5661,0.2157,0.0749,0.2953,0.1759,0.056,0.3601,NA,0.592,3.498,5516,5781,1.96,-36.96,3.73,41.44,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSI6,6/30/2023,6,DSI,DS,drought,sterile water,137.12,16.032,5.831,5.493,0.4245,0.0706,0.084,0.2388,0.0991,0.0247,0.1486,NA,0.2724,3.563,5195,5993,-3.68,-37.34,3.39,42.14,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSJ6,6/30/2023,6,DSJ,DS,drought,sterile water,112.41,15.712,4.94,7.324,0.2725,0.0972,0.0314,0.1753,0.0932,0.0398,0.1843,NA,0.3173,3.548,4754,4881,0.97,-36.33,3.24,34.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWA6,6/30/2023,6,DWA,DW,drought,whole community,137.15,17.136,4.099,6.374,1.0872,0.552,0.0752,0.4814,0.4469,0.0198,0.3898,NA,0.8565,3.5,4826,5586,7.25,-34.86,3.27,43.5,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWB6,6/30/2023,6,DWB,DW,drought,whole community,147.55,15.321,4.552,4.242,0.352,0.0939,0.0414,0.2145,0.0546,0.0326,0.2453,NA,0.3325,3.425,5744,5076,0.35,-36.32,3.96,40.31,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWC6,6/30/2023,6,DWC,DW,drought,whole community,141.18,16.888,4.249,4.511,1.082,0.7549,0.053,0.2601,0.5486,0.0347,0.4782,NA,1.0615,3.543,5173,5744,2.81,-33.87,3.49,44.39,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWD6,6/30/2023,6,DWD,DW,drought,whole community,126.69,14.991,4.533,7.156,0.7505,0.2619,0.0475,0.4512,0.1985,0.0402,0.5121,NA,0.7508,3.531,5134,5553,2.12,-36.06,3.46,42.46,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWE6,6/30/2023,6,DWE,DW,drought,whole community,143.51,16.879,3.787,2.481,0.324,0.1145,0.0279,0.1732,0.0915,0.0154,0.1608,NA,0.2677,3.528,4814,5456,1.06,-35.5,3.21,41.74,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWF6,6/30/2023,6,DWF,DW,drought,whole community,129.91,17.523,5.509,6.88,0.5538,0.127,0.1098,0.2978,0.0568,0.0392,0.2616,NA,0.3576,3.539,5865,5622,2.13,-36.84,3.87,42.78,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWG6,6/30/2023,6,DWG,DW,drought,whole community,125.62,19.725,4.095,4.735,0.7364,0.5604,0.0208,0.1388,0.4327,0.0158,0.1745,NA,0.623,3.49,4586,5068,7.85,-36.6,3.16,38.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWH6,6/30/2023,6,DWH,DW,drought,whole community,134.32,11.717,3.353,4.82,0.3366,0.1696,0.0356,0.1337,0.1305,0.0135,0.0891,NA,0.2331,3.462,5649,5438,-2,-37.1,3.79,42.35,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWI6,6/30/2023,6,DWI,DW,drought,whole community,120.8,11.915,3.5,3.678,0.4716,0.2497,0.0267,0.1838,0.2001,0.0103,0.2058,NA,0.4162,3.454,5654,5379,-1.99,-37.11,3.88,42.02,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWJ6,6/30/2023,6,DWJ,DW,drought,whole community,130.75,16.325,4.995,7.669,0.8346,0.2973,0.0712,0.4548,0.1852,0.0586,0.4953,NA,0.7391,3.5,5007,5369,6.71,-35.59,3.4,41.41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBA6,6/30/2023,6,WBA,WB,watered,b.amy,160,16.741,5.727,NA,0.34,0.0532,0.0748,0.1686,0.0345,0.0235,0.1035,NA,0.1615,3.485,6366,5756,1.25,-37.13,4.45,41.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBB6,6/30/2023,6,WBB,WB,watered,b.amy,151.67,14.338,3.499,NA,0.2512,0.0338,0.0062,0.1902,0.0338,0.0032,0.194,NA,0.231,3.501,5617,5635,0.45,-38.57,3.8,40.18,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBC6,6/30/2023,6,WBC,WB,watered,b.amy,149.82,15.706,4.891,2.649,0.207,0.0289,0.0172,0.1528,0.019,0.0105,0.14,NA,0.1695,3.532,5782,5885,4.34,-37.15,4,42.19,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBD6,6/30/2023,6,WBD,WB,watered,b.amy,152.74,19.354,5.996,5.309,0.3665,0.0737,0.0986,0.1653,0.0352,0.0328,0.1257,NA,0.1937,3.498,6762,5557,2.58,-39.22,4.6,40.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBE6,6/30/2023,6,WBE,WB,watered,b.amy,137.28,16.417,8.683,NA,0.8585,0.0086,0.123,0.6413,0.0012,0.0408,0.3326,NA,0.3746,3.474,5631,5829,1.09,-38.59,3.97,42.45,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBF6,6/30/2023,6,WBF,WB,watered,b.amy,153.53,20.968,7.058,21.401,1.3882,0.2952,0.1239,0.6203,0.1461,0.0387,0.267,NA,0.4518,3.454,5933,5697,-0.59,-38.58,4.11,41.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBG6,6/30/2023,6,WBG,WB,watered,b.amy,136.22,13.358,4.813,3.095,0.3214,0.0724,0.0131,0.2048,0.0609,0.0089,0.1479,NA,0.2177,3.459,6037,5769,0.36,-38.69,4.18,41.87,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBH6,6/30/2023,6,WBH,WB,watered,b.amy,142.98,16.591,7.457,22.67,1.4566,0.2605,0.2769,0.8388,0.0982,0.0856,0.4411,NA,0.6249,3.543,5468,5951,0.96,-37.26,3.74,42.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBI6,6/30/2023,6,WBI,WB,watered,b.amy,163.73,16.203,5.159,4.346,0.2266,0.0773,0.0194,0.1268,0.0408,0.0174,0.0874,NA,0.1456,3.491,5268,6040,0.23,-37.5,3.68,43.59,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBJ6,6/30/2023,6,WBJ,WB,watered,b.amy,151.55,2.216,3.386,2.705,0.0912,0.0042,0.0191,0.0653,0.0025,0.0074,0.1135,NA,0.1234,3.453,6741,5540,-0.1,-38.71,4.6,39.98,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNA6,6/30/2023,6,WNA,WN,watered,none,157.39,17.895,3.871,3.782,0.7274,0.3876,0.0463,0.2701,0.2981,0.0247,0.189,NA,0.5118,3.604,5475,6173,5.9,-35.03,3.57,42.61,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNB6,6/30/2023,6,WNB,WN,watered,none,154.11,16.638,6.512,8.849,0.4348,0.1987,0.0273,0.2018,0.0648,0.0238,0.1718,NA,0.2604,3.525,5711,5915,1.89,-36.82,3.81,41.76,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNC6,6/30/2023,6,WNC,WN,watered,none,152.05,17.645,4.078,5.739,0.7072,0.3652,0.0315,0.2348,0.2876,0.0245,0.192,NA,0.5041,3.456,6153,5651,1.85,-37.42,4.14,40.49,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WND6,6/30/2023,6,WND,WN,watered,none,168.74,14.927,3.573,3.692,0.3565,0.1588,0.0402,0.1432,0.1133,0.023,0.1277,NA,0.264,3.55,6163,5917,0.39,-35.63,4.08,41.8,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNE6,6/30/2023,6,WNE,WN,watered,none,144.38,20.066,6.873,9.559,0.9515,0.1882,0.1266,0.5423,0.1104,0.0357,0.2505,NA,0.3966,3.507,4192,5911,0.68,-36.92,2.85,42.21,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNF6,6/30/2023,6,WNF,WN,watered,none,146.21,17.501,6.152,6.299,0.32,0.1543,0.0421,0.1211,0.0652,0.0209,0.1155,NA,0.2016,3.55,5606,5939,10.92,-36.29,3.78,42.22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNG6,6/30/2023,6,WNG,WN,watered,none,160.29,13.119,5.091,3.325,0.2588,0.0655,0.0313,0.1488,0.0379,0.0185,0.025,NA,0.0814,3.539,4221,4927,-0.62,-37.65,2.87,35.27,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNH6,6/30/2023,6,WNH,WN,watered,none,150.53,19.632,5.463,8.339,0.5698,0.2566,0.0594,0.2257,0.1383,0.0308,0.2191,NA,0.3882,3.457,5871,5601,1.94,-36.95,4.2,41.04,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNI6,6/30/2023,6,WNI,WN,watered,none,140.99,19.23,5.914,14.756,1.2208,0.4507,0.113,0.6298,0.3245,0.047,0.2745,NA,0.646,3.567,5378,6161,2.59,-37.38,3.59,43.37,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNJ6,6/30/2023,6,WNJ,WN,watered,none,149.29,18.927,8.088,19.536,1.0975,0.2412,0.1606,0.7192,0.1428,0.0626,0.4874,NA,0.6928,3.466,4397,6054,3.51,-37.49,3.05,43.59,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSA6,6/30/2023,6,WSA,WS,watered,sterile water,144.66,18.126,5.743,12.578,0.8326,0.148,0.0937,0.551,0.1193,0.0243,0.2134,NA,0.357,3.577,5663,6034,4.03,-35.84,3.71,42.09,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSB6,6/30/2023,6,WSB,WS,watered,sterile water,155.17,14.64,8.715,10.637,0.6131,0.074,0.1104,0.4223,0.0496,0.032,0.183,NA,0.2646,3.471,4826,5909,-1.81,-37.74,3.29,42.57,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSC6,6/30/2023,6,WSC,WS,watered,sterile water,137.66,16.789,7.503,16.148,1.1986,0.2536,0.1255,0.7797,0.1773,0.0404,0.3304,NA,0.5481,3.492,4862,5869,8.54,-37.73,3.34,42.01,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSD6,6/30/2023,6,WSD,WS,watered,sterile water,138.29,9.063,7.38,8.779,0.4188,0.0388,0.0913,0.2678,0.0331,0.0256,0.1505,NA,0.2092,3.599,4921,6039,-0.61,-36.77,3.2,42.17,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSE6,6/30/2023,6,WSE,WS,watered,sterile water,134.25,16.923,6.387,11.078,0.8073,0.1958,0.0831,0.5056,0.1408,0.0243,0.2486,NA,0.4137,3.562,6073,5896,0.49,-36.95,4,41.82,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSF6,6/30/2023,6,WSF,WS,watered,sterile water,144.54,16.179,5.634,11.694,1.0807,0.2515,0.0993,0.6892,0.1489,0.0305,0.2351,NA,0.4145,3.52,4868,5931,2.9,-35.65,3.3,42.08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSG6,6/30/2023,6,WSG,WS,watered,sterile water,134.59,15.682,7.419,14.308,0.5645,0.046,0.0795,0.408,0.0165,0.0237,0.1862,NA,0.2264,3.547,5569,6061,-2,-36.97,3.65,43.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSH6,6/30/2023,6,WSH,WS,watered,sterile water,134.05,17.691,6.28,14.607,1.378,0.2518,0.0715,0.9725,0.1027,0.0171,0.1496,NA,0.2694,3.52,4836,5918,1.47,-34.84,3.33,42.11,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSI6,6/30/2023,6,WSI,WS,watered,sterile water,140.9,19.789,3.522,5.427,0.9536,0.5621,0.0381,0.2885,0.307,0.012,0.1421,NA,0.4611,3.548,4957,5783,5.62,-34.95,3.31,40.86,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSJ6,6/30/2023,6,WSJ,WS,watered,sterile water,147.34,17.044,4.314,10.351,0.6925,0.0919,0.0686,0.4143,0.0582,0.0248,0.168,NA,0.251,3.583,5125,5740,3.73,-35.01,3.39,40.16,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWA6,6/30/2023,6,WWA,WW,watered,whole community,141.22,2.568,3.781,2.758,0.1035,0.0045,0.0042,0.0688,0.001,0.0257,0.0633,NA,0.09,3.51,3979,4363,0.42,-36.23,2.71,31.01,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWB6,6/30/2023,6,WWB,WW,watered,whole community,162.2,8.675,NA,2.411,0.1973,0.048,0.0163,0.1448,0.0126,0.0142,0.1358,NA,0.1626,3.463,5879,5603,-4.18,-38,4.03,40.5,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWC6,6/30/2023,6,WWC,WW,watered,whole community,171.25,NA,3.574,4.747,0.2194,0.0143,0.0096,0.1858,0.0061,0.0032,0.157,NA,0.1663,3.538,4791,5947,0.14,-36.07,3.22,41.84,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWD6,6/30/2023,6,WWD,WW,watered,whole community,167.81,10.868,4.296,3.742,0.1202,0.0431,0.0191,0.1214,0.0221,0.0174,0.1519,NA,0.1914,3.452,4659,5397,2.55,-36.09,3.24,38.78,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWE6,6/30/2023,6,WWE,WW,watered,whole community,145.25,15.728,6.235,7.38,0.2506,0.0208,0.0155,0.1714,0.0181,0.0092,0.163,NA,0.1903,3.474,3755,5920,2.88,-34.76,2.64,42.63,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWF6,6/30/2023,6,WWF,WW,watered,whole community,170.73,16.85,2.781,4.268,0.0776,0.0335,0.0121,0.0631,0.0204,0.0056,0.0675,NA,0.0935,3.491,5119,5968,0.5,-36.72,3.46,42.84,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWG6,6/30/2023,6,WWG,WW,watered,whole community,164.72,14.979,4.51,4.478,0.1487,0.0517,0.0186,0.0985,0.0283,0.0077,0.0986,NA,0.1346,3.57,4855,6102,0,-36.68,3.25,43.12,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWH6,6/30/2023,6,WWH,WW,watered,whole community,167.02,10.857,4.04,2.932,0.1813,0.0352,0.0183,0.1068,0.0057,0.0156,0.095,NA,0.1163,3.47,3728,5889,-0.4,-37.19,2.57,42.41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWI6,6/30/2023,6,WWI,WW,watered,whole community,163.14,17.529,5.115,5.74,0.3762,0.0596,0.0451,0.196,0.0334,0.0295,0.1929,NA,0.2558,3.52,6231,5963,5.28,-35.96,4.15,42.28,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWJ6,6/30/2023,6,WWJ,WW,watered,whole community,154.96,12.883,6.582,4.331,0.2483,0.0708,0.0196,0.1474,0.062,0.0103,0.1438,NA,0.2161,3.555,5816,5836,-1.24,-36.46,3.92,41,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
